RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Risk,RSK000539,PRJ00056,Technical,Technical risk – Stakeholder/Community,0.32,7048135,2229950,Medium,Open,Commercial Manager,2025-11-27,2026-01-18,,,,
Risk,RSK000540,PRJ00056,Stakeholder,Stakeholder risk – Stakeholder/Community,0.65,3836834,2477812,Medium,Open,Engineering Manager,2023-02-25,2023-04-15,,,,
Risk,RSK000541,PRJ00056,Regulatory,Regulatory risk – Stakeholder/Community,0.14,6063700,864983,Low,Mitigating,Programme Controls,2023-05-04,2023-08-24,,,,
Risk,RSK000542,PRJ00056,Schedule,Schedule risk – Stakeholder/Community,0.28,8611143,2416543,Medium,Open,Stakeholder Manager,2023-06-17,2023-11-06,,,,
Risk,RSK000543,PRJ00056,Regulatory,Regulatory risk – Stakeholder/Community,0.39,10591248,4129987,Medium,Closed,Construction Manager,2023-12-16,2024-02-12,,2024-03-16,,
Risk,RSK000544,PRJ00056,Stakeholder,Stakeholder risk – Stakeholder/Community,0.24,8023854,1898061,Low,Closed,Stakeholder Manager,2024-05-08,2024-10-15,,2024-10-21,,
Risk,RSK000545,PRJ00056,Environmental,Environmental risk – Stakeholder/Community,0.47,4057729,1922949,Low,Mitigating,Consents Lead,2025-04-28,2025-09-13,,,,
Risk,RSK000546,PRJ00056,Safety,Safety risk – Stakeholder/Community,0.25,8958623,2212415,Medium,Mitigating,PMO Lead,2024-04-20,2024-08-21,,,,
Risk,RSK000547,PRJ00056,Cost,Cost risk – Stakeholder/Community,0.51,7313612,3745089,Medium,Open,PMO Lead,2024-04-20,2024-05-31,,,,
Risk,RSK000548,PRJ00056,Supply Chain,Supply Chain risk – Stakeholder/Community,0.34,3935236,1321298,Low,Open,Consents Lead,2023-07-12,2023-12-06,,,,
Risk,RSK000549,PRJ00056,Supply Chain,Supply Chain risk – Stakeholder/Community,0.4,10047711,4020903,Medium,Closed,Stakeholder Manager,2024-06-20,2024-12-03,,2025-01-27,,
Risk,RSK000550,PRJ00056,Supply Chain,Supply Chain risk – Stakeholder/Community,0.47,1415155,660417,Low,Mitigating,Programme Controls,2025-01-08,2025-07-05,,,,
Issue,ISS000368,PRJ00056,Data/Reporting,Data/Reporting issue – Inflation/Materials,,,,Minor,Closed,PMO Lead,2025-09-04,2025-10-20,2025-09-18,2025-09-20,Inflation/Materials,
Issue,ISS000369,PRJ00056,Design,Design issue – Outage Window,,,,Minor,Closed,Engineering Manager,2025-09-02,2025-10-26,2025-11-29,2025-11-28,Outage Window,
Issue,ISS000370,PRJ00056,Safety,Safety issue – Permits/Consents,,,,Major,Open,Construction Manager,2024-02-03,2024-02-09,2024-03-19,,Permits/Consents,
Issue,ISS000371,PRJ00056,Construction,Construction issue – Contractor Claims,,,,Minor,Blocked,Engineering Manager,2025-11-10,2026-01-18,2026-05-20,,Contractor Claims,
Issue,ISS000372,PRJ00056,Design,Design issue – Contractor Claims,,,,Critical,Closed,Programme Controls,2023-08-27,2023-09-13,2023-12-14,2023-12-24,Contractor Claims,
Issue,ISS000373,PRJ00056,Stakeholder,Stakeholder issue – Procurement/Long Lead,,,,Minor,Open,HSE Lead,2023-10-26,2023-12-02,2023-11-24,,Procurement/Long Lead,
Risk,RSK000551,PRJ00057,Technical,Technical risk – Design Rework,0.16,2004838,328769,Low,Open,Consents Lead,2023-07-09,2023-10-27,,,,
Risk,RSK000552,PRJ00057,Technical,Technical risk – Design Rework,0.2,2852190,559682,Low,Open,HSE Lead,2025-12-13,2026-01-17,,,,
Risk,RSK000553,PRJ00057,Stakeholder,Stakeholder risk – Design Rework,0.43,9806333,4188035,Medium,Open,HSE Lead,2024-02-29,2024-04-22,,,,
Risk,RSK000554,PRJ00057,Cost,Cost risk – Design Rework,0.24,3959878,951226,Low,Mitigating,Commercial Manager,2025-02-07,2025-03-23,,,,
Risk,RSK000555,PRJ00057,Environmental,Environmental risk – Design Rework,0.19,3931643,755247,Low,Closed,PMO Lead,2024-08-13,2024-12-14,,2025-02-01,,
Risk,RSK000556,PRJ00057,Technical,Technical risk – Design Rework,0.23,6208809,1456339,Low,Mitigating,Commercial Manager,2025-11-11,2026-01-18,,,,
Risk,RSK000557,PRJ00057,Technical,Technical risk – Design Rework,0.44,10433845,4540967,Medium,Open,Engineering Manager,2023-03-22,2023-06-11,,,,
Risk,RSK000558,PRJ00057,Technical,Technical risk – Design Rework,0.37,12302324,4543742,Medium,Open,HSE Lead,2025-04-20,2025-08-09,,,,
Issue,ISS000374,PRJ00057,Design,Design issue – Permits/Consents,,,,Minor,Closed,Stakeholder Manager,2024-11-08,2024-11-28,2025-01-17,2025-02-04,Permits/Consents,
Issue,ISS000375,PRJ00057,Procurement,Procurement issue – Procurement/Long Lead,,,,Minor,Closed,HSE Lead,2025-04-04,2025-04-10,2025-07-07,2025-07-26,Procurement/Long Lead,
Issue,ISS000376,PRJ00057,Design,Design issue – Outage Window,,,,Minor,Closed,PMO Lead,2025-05-26,2025-08-15,2025-06-09,2025-06-12,Outage Window,
Issue,ISS000377,PRJ00057,Stakeholder,Stakeholder issue – Stakeholder/Community,,,,Major,In Progress,Stakeholder Manager,2023-07-22,2023-08-29,2023-09-09,,Stakeholder/Community,
Issue,ISS000378,PRJ00057,Resourcing,Resourcing issue – Contractor Claims,,,,Major,Closed,Stakeholder Manager,2025-12-17,2026-01-18,2026-06-01,2026-01-18,Contractor Claims,
Issue,ISS000379,PRJ00057,Procurement,Procurement issue – Productivity Delay,,,,Minor,Closed,PMO Lead,2023-05-22,2023-06-26,2023-08-24,2023-09-27,Productivity Delay,
Risk,RSK000559,PRJ00058,Cost,Cost risk – Permits/Consents,0.23,9827914,2212588,Medium,Open,HSE Lead,2025-04-17,2025-05-30,,,,
Risk,RSK000560,PRJ00058,Stakeholder,Stakeholder risk – Permits/Consents,0.26,4307196,1126235,Low,Mitigating,Construction Manager,2025-04-13,2025-09-16,,,,
Risk,RSK000561,PRJ00058,Technical,Technical risk – Permits/Consents,0.43,3656450,1561607,Low,Mitigating,Engineering Manager,2024-06-15,2024-09-15,,,,
Risk,RSK000562,PRJ00058,Schedule,Schedule risk – Permits/Consents,0.14,8802066,1273374,Low,Open,Stakeholder Manager,2023-12-19,2024-05-30,,,,
Risk,RSK000563,PRJ00058,Cost,Cost risk – Permits/Consents,0.13,3155338,402392,Low,Mitigating,Commercial Manager,2025-09-19,2025-11-03,,,,
Risk,RSK000564,PRJ00058,Stakeholder,Stakeholder risk – Permits/Consents,0.3,1883919,559668,Low,Mitigating,Consents Lead,2025-01-08,2025-04-06,,,,
Risk,RSK000565,PRJ00058,Cost,Cost risk – Permits/Consents,0.42,2270609,954428,Low,Closed,Commercial Manager,2025-03-01,2025-06-19,,2025-07-28,,
Risk,RSK000566,PRJ00058,Environmental,Environmental risk – Permits/Consents,0.08,5042708,396311,Low,Open,PMO Lead,2024-02-05,2024-02-18,,,,
Issue,ISS000380,PRJ00058,Resourcing,Resourcing issue – Stakeholder/Community,,,,Critical,Closed,Engineering Manager,2023-02-13,2023-03-31,2023-04-01,2023-04-23,Stakeholder/Community,
Issue,ISS000381,PRJ00058,Procurement,Procurement issue – Inflation/Materials,,,,Major,Open,Construction Manager,2025-06-25,2025-08-21,2025-10-28,,Inflation/Materials,
Issue,ISS000382,PRJ00058,Construction,Construction issue – Procurement/Long Lead,,,,Major,Closed,Commercial Manager,2025-05-17,2025-05-21,2025-12-11,2025-10-19,Procurement/Long Lead,
Issue,ISS000383,PRJ00058,Safety,Safety issue – Risk Realised,,,,Minor,Closed,Engineering Manager,2024-11-26,2024-12-03,2025-01-19,2025-01-16,Risk Realised,
Risk,RSK000567,PRJ00059,Safety,Safety risk – Permits/Consents,0.17,2866013,476997,Low,Open,Stakeholder Manager,2025-02-23,2025-04-20,,,,
Risk,RSK000568,PRJ00059,Supply Chain,Supply Chain risk – Permits/Consents,0.36,4379321,1563948,Low,Mitigating,Consents Lead,2023-06-05,2023-08-08,,,,
Risk,RSK000569,PRJ00059,Supply Chain,Supply Chain risk – Permits/Consents,0.22,5418576,1167373,Low,Mitigating,Consents Lead,2023-10-18,2024-04-10,,,,
Risk,RSK000570,PRJ00059,Technical,Technical risk – Permits/Consents,0.58,8402683,4909282,Medium,Mitigating,PMO Lead,2023-11-23,2024-01-12,,,,
Risk,RSK000571,PRJ00059,Schedule,Schedule risk – Permits/Consents,0.42,4613148,1942856,Low,Closed,Construction Manager,2023-10-21,2024-02-13,,2024-04-02,,
Risk,RSK000572,PRJ00059,Schedule,Schedule risk – Permits/Consents,0.49,4082569,1993559,Low,Open,Consents Lead,2025-12-22,2026-01-18,,,,
Risk,RSK000573,PRJ00059,Regulatory,Regulatory risk – Permits/Consents,0.67,2388617,1610720,Low,Closed,HSE Lead,2024-01-10,2024-02-19,,2024-04-03,,
Risk,RSK000574,PRJ00059,Schedule,Schedule risk – Permits/Consents,0.19,6475842,1237844,Low,Open,HSE Lead,2025-03-18,2025-07-16,,,,
Risk,RSK000575,PRJ00059,Supply Chain,Supply Chain risk – Permits/Consents,0.41,5995377,2456156,Medium,Mitigating,Engineering Manager,2024-04-04,2024-07-05,,,,
Risk,RSK000576,PRJ00059,Supply Chain,Supply Chain risk – Permits/Consents,0.14,5450289,787755,Low,Mitigating,Construction Manager,2025-02-10,2025-04-29,,,,
Risk,RSK000577,PRJ00059,Stakeholder,Stakeholder risk – Permits/Consents,0.56,12825169,7186283,Medium,Open,HSE Lead,2024-01-14,2024-05-21,,,,
Risk,RSK000578,PRJ00059,Environmental,Environmental risk – Permits/Consents,0.61,4315250,2639798,Medium,Closed,Stakeholder Manager,2023-05-14,2023-09-30,,2023-11-19,,
Issue,ISS000384,PRJ00059,Governance,Governance issue – Permits/Consents,,,,Minor,Closed,Construction Manager,2023-08-19,2023-08-27,2023-11-10,2023-12-03,Permits/Consents,
Issue,ISS000385,PRJ00059,Resourcing,Resourcing issue – Inflation/Materials,,,,Major,Closed,Programme Controls,2023-09-23,2023-12-21,2024-02-19,2024-04-17,Inflation/Materials,
Issue,ISS000386,PRJ00059,Data/Reporting,Data/Reporting issue – Contractor Capacity,,,,Minor,Closed,Engineering Manager,2025-10-27,2025-12-09,2026-02-13,2026-01-08,Contractor Capacity,
Issue,ISS000387,PRJ00059,Procurement,Procurement issue – Permits/Consents,,,,Major,In Progress,PMO Lead,2024-03-16,2024-04-28,2024-10-26,,Permits/Consents,
Issue,ISS000388,PRJ00059,Data/Reporting,Data/Reporting issue – Risk Realised,,,,Minor,Closed,PMO Lead,2023-10-11,2024-01-01,2024-03-08,2024-04-18,Risk Realised,
Risk,RSK000579,PRJ00060,Schedule,Schedule risk – Procurement/Long Lead,0.34,5781711,1941426,Low,Mitigating,Stakeholder Manager,2023-10-08,2024-02-29,,,,
Risk,RSK000580,PRJ00060,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.13,3361806,421117,Low,Mitigating,Commercial Manager,2024-04-07,2024-09-19,,,,
Risk,RSK000581,PRJ00060,Environmental,Environmental risk – Procurement/Long Lead,0.32,3901878,1246848,Low,Mitigating,HSE Lead,2023-11-07,2024-02-07,,,,
Risk,RSK000582,PRJ00060,Schedule,Schedule risk – Procurement/Long Lead,0.44,4391584,1953059,Low,Open,PMO Lead,2024-11-07,2025-03-03,,,,
Risk,RSK000583,PRJ00060,Environmental,Environmental risk – Procurement/Long Lead,0.43,7397946,3203531,Medium,Open,HSE Lead,2025-03-26,2025-04-03,,,,
Risk,RSK000584,PRJ00060,Cost,Cost risk – Procurement/Long Lead,0.29,4989292,1432010,Low,Closed,Consents Lead,2023-11-20,2024-01-11,,2024-02-28,,
Risk,RSK000585,PRJ00060,Regulatory,Regulatory risk – Procurement/Long Lead,0.54,7868012,4226946,Medium,Open,Stakeholder Manager,2024-01-24,2024-07-08,,,,
Risk,RSK000586,PRJ00060,Regulatory,Regulatory risk – Procurement/Long Lead,0.22,1436636,318561,Low,Open,Consents Lead,2025-03-27,2025-04-16,,,,
Risk,RSK000587,PRJ00060,Environmental,Environmental risk – Procurement/Long Lead,0.53,811230,432740,Low,Open,HSE Lead,2023-05-18,2023-07-01,,,,
Risk,RSK000588,PRJ00060,Schedule,Schedule risk – Procurement/Long Lead,0.4,8811771,3492945,Medium,Mitigating,Stakeholder Manager,2023-06-15,2023-06-20,,,,
Risk,RSK000589,PRJ00060,Technical,Technical risk – Procurement/Long Lead,0.32,3345996,1085632,Low,Open,PMO Lead,2025-04-23,2025-07-04,,,,
Risk,RSK000590,PRJ00060,Cost,Cost risk – Procurement/Long Lead,0.19,4231917,789340,Low,Open,Stakeholder Manager,2024-12-19,2025-01-17,,,,
Risk,RSK000591,PRJ00060,Technical,Technical risk – Procurement/Long Lead,0.37,5216300,1950722,Low,Mitigating,Construction Manager,2025-06-03,2025-08-08,,,,
Issue,ISS000389,PRJ00060,Construction,Construction issue – Procurement/Long Lead,,,,Minor,Closed,Programme Controls,2023-07-17,2023-09-17,2024-01-09,2023-12-12,Procurement/Long Lead,
Issue,ISS000390,PRJ00060,Resourcing,Resourcing issue – Inflation/Materials,,,,Minor,Closed,Programme Controls,2025-08-11,2025-10-14,2025-11-29,2025-11-30,Inflation/Materials,
Issue,ISS000391,PRJ00060,Stakeholder,Stakeholder issue – Scope Change,,,,Critical,Closed,Commercial Manager,2024-11-22,2025-01-22,2025-02-20,2025-01-25,Scope Change,
Issue,ISS000392,PRJ00060,Safety,Safety issue – Contractor Claims,,,,Minor,Closed,Engineering Manager,2024-06-15,2024-07-26,2024-08-30,2024-08-23,Contractor Claims,
Risk,RSK000592,PRJ00061,Schedule,Schedule risk – Land Access/Wayleaves,0.47,2184475,1024660,Low,Open,Consents Lead,2024-01-18,2024-06-30,,,,
Risk,RSK000593,PRJ00061,Technical,Technical risk – Land Access/Wayleaves,0.38,5119702,1964213,Low,Open,Programme Controls,2023-09-10,2024-01-16,,,,
Risk,RSK000594,PRJ00061,Regulatory,Regulatory risk – Land Access/Wayleaves,0.05,5033614,271627,Low,Mitigating,Engineering Manager,2023-06-07,2023-09-03,,,,
Risk,RSK000595,PRJ00061,Environmental,Environmental risk – Land Access/Wayleaves,0.12,5368872,671038,Low,Closed,Stakeholder Manager,2024-12-01,2024-12-10,,2025-01-06,,
Risk,RSK000596,PRJ00061,Schedule,Schedule risk – Land Access/Wayleaves,0.09,2597044,241000,Low,Mitigating,Engineering Manager,2024-02-09,2024-03-28,,,,
Risk,RSK000597,PRJ00061,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.43,1547078,671267,Low,Closed,PMO Lead,2025-04-21,2025-09-14,,2025-10-28,,
Risk,RSK000598,PRJ00061,Stakeholder,Stakeholder risk – Land Access/Wayleaves,0.46,2331682,1083980,Low,Open,Consents Lead,2023-11-28,2023-12-10,,,,
Risk,RSK000599,PRJ00061,Supply Chain,Supply Chain risk – Land Access/Wayleaves,0.52,9310240,4808960,Medium,Open,PMO Lead,2023-10-21,2023-11-18,,,,
Risk,RSK000600,PRJ00061,Technical,Technical risk – Land Access/Wayleaves,0.17,4759589,785932,Low,Open,Programme Controls,2023-07-03,2023-12-27,,,,
Risk,RSK000601,PRJ00061,Cost,Cost risk – Land Access/Wayleaves,0.1,5185396,512540,Low,Open,Construction Manager,2023-05-07,2023-09-14,,,,
Issue,ISS000393,PRJ00061,Stakeholder,Stakeholder issue – Land Access/Wayleaves,,,,Major,Open,Engineering Manager,2023-05-12,2023-07-05,2023-11-18,,Land Access/Wayleaves,
Issue,ISS000394,PRJ00061,Resourcing,Resourcing issue – Contractor Claims,,,,Critical,Closed,Consents Lead,2025-05-21,2025-06-16,2025-09-09,2025-11-29,Contractor Claims,
Issue,ISS000395,PRJ00061,Procurement,Procurement issue – Procurement/Long Lead,,,,Major,Closed,Engineering Manager,2024-12-21,2024-12-29,2025-01-08,2025-01-05,Procurement/Long Lead,
Issue,ISS000396,PRJ00061,Construction,Construction issue – Productivity Delay,,,,Minor,Closed,PMO Lead,2023-07-16,2023-07-29,2023-11-20,2023-10-31,Productivity Delay,
Issue,ISS000397,PRJ00061,Governance,Governance issue – FX/Imports,,,,Minor,Closed,Construction Manager,2023-01-08,2023-01-29,2023-01-15,2023-01-14,FX/Imports,
Issue,ISS000398,PRJ00061,Data/Reporting,Data/Reporting issue – Risk Realised,,,,Critical,Open,Construction Manager,2023-10-11,2023-12-28,2024-01-09,,Risk Realised,
Issue,ISS000399,PRJ00061,Procurement,Procurement issue – Inflation/Materials,,,,Minor,Closed,Engineering Manager,2023-07-20,2023-08-17,2023-12-01,2023-12-17,Inflation/Materials,
Risk,RSK000602,PRJ00062,Schedule,Schedule risk – Contractor Capacity,0.46,13252899,6086669,Medium,Open,HSE Lead,2025-08-29,2025-10-04,,,,
Risk,RSK000603,PRJ00062,Technical,Technical risk – Contractor Capacity,0.14,6949279,948892,Low,Mitigating,Consents Lead,2023-03-08,2023-04-27,,,,
Risk,RSK000604,PRJ00062,Technical,Technical risk – Contractor Capacity,0.32,2102671,669017,Low,Mitigating,Programme Controls,2025-09-26,2026-01-18,,,,
Risk,RSK000605,PRJ00062,Cost,Cost risk – Contractor Capacity,0.29,7448101,2150186,Medium,Open,PMO Lead,2023-06-07,2023-09-18,,,,
Risk,RSK000606,PRJ00062,Schedule,Schedule risk – Contractor Capacity,0.17,18241597,3050357,Medium,Open,Stakeholder Manager,2023-02-07,2023-05-11,,,,
Risk,RSK000607,PRJ00062,Regulatory,Regulatory risk – Contractor Capacity,0.21,1867597,399458,Low,Mitigating,HSE Lead,2025-02-14,2025-07-28,,,,
Risk,RSK000608,PRJ00062,Technical,Technical risk – Contractor Capacity,0.32,2128870,682635,Low,Closed,Consents Lead,2025-05-02,2025-06-26,,2025-08-22,,
Risk,RSK000609,PRJ00062,Safety,Safety risk – Contractor Capacity,0.33,3391593,1110644,Low,Mitigating,Engineering Manager,2025-04-20,2025-08-23,,,,
Risk,RSK000610,PRJ00062,Environmental,Environmental risk – Contractor Capacity,0.26,8607300,2250256,Medium,Open,Consents Lead,2024-02-18,2024-06-11,,,,
Risk,RSK000611,PRJ00062,Technical,Technical risk – Contractor Capacity,0.44,2615215,1144898,Low,Closed,Construction Manager,2023-01-22,2023-05-14,,2023-06-13,,
Risk,RSK000612,PRJ00062,Cost,Cost risk – Contractor Capacity,0.53,5174747,2725866,Medium,Open,Stakeholder Manager,2024-10-10,2024-12-06,,,,
Risk,RSK000613,PRJ00062,Environmental,Environmental risk – Contractor Capacity,0.39,5369440,2106212,Medium,Open,Construction Manager,2023-06-30,2023-10-13,,,,
Risk,RSK000614,PRJ00062,Environmental,Environmental risk – Contractor Capacity,0.35,9225563,3246866,Medium,Open,HSE Lead,2023-07-05,2023-12-09,,,,
Risk,RSK000615,PRJ00062,Environmental,Environmental risk – Contractor Capacity,0.21,5337042,1094112,Low,Open,Consents Lead,2025-02-01,2025-02-09,,,,
Issue,ISS000400,PRJ00062,Design,Design issue – Land Access/Wayleaves,,,,Minor,In Progress,Programme Controls,2024-02-02,2024-04-15,2024-03-02,,Land Access/Wayleaves,
Issue,ISS000401,PRJ00062,Procurement,Procurement issue – Design Rework,,,,Minor,Open,HSE Lead,2024-02-28,2024-05-19,2024-06-08,,Design Rework,
Issue,ISS000402,PRJ00062,Governance,Governance issue – Productivity Delay,,,,Major,Closed,Programme Controls,2024-12-10,2025-02-27,2025-06-06,2025-05-29,Productivity Delay,
Risk,RSK000616,PRJ00063,Schedule,Schedule risk – Procurement/Long Lead,0.61,2340285,1428550,Low,Open,Programme Controls,2024-01-18,2024-04-26,,,,
Risk,RSK000617,PRJ00063,Regulatory,Regulatory risk – Procurement/Long Lead,0.22,8305245,1789832,Low,Mitigating,PMO Lead,2026-01-09,2026-01-18,,,,
Risk,RSK000618,PRJ00063,Regulatory,Regulatory risk – Procurement/Long Lead,0.38,8861940,3401528,Medium,Mitigating,Engineering Manager,2023-03-14,2023-03-29,,,,
Risk,RSK000619,PRJ00063,Technical,Technical risk – Procurement/Long Lead,0.46,3857290,1786692,Low,Closed,Consents Lead,2023-06-05,2023-11-22,,2023-12-12,,
Risk,RSK000620,PRJ00063,Technical,Technical risk – Procurement/Long Lead,0.33,2375521,778481,Low,Open,Stakeholder Manager,2024-11-16,2024-12-17,,,,
Risk,RSK000621,PRJ00063,Schedule,Schedule risk – Procurement/Long Lead,0.69,7659078,5300073,Medium,Mitigating,Engineering Manager,2023-05-26,2023-06-25,,,,
Risk,RSK000622,PRJ00063,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.35,18796981,6655965,Medium,Mitigating,HSE Lead,2023-08-09,2023-08-12,,,,
Risk,RSK000623,PRJ00063,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.5,5697714,2859125,Medium,Mitigating,Programme Controls,2025-12-19,2026-01-18,,,,
Risk,RSK000624,PRJ00063,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.58,5269758,3036998,Medium,Mitigating,Consents Lead,2024-07-30,2024-09-04,,,,
Risk,RSK000625,PRJ00063,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.25,3969744,997076,Low,Open,Programme Controls,2026-01-03,2026-01-18,,,,
Risk,RSK000626,PRJ00063,Technical,Technical risk – Procurement/Long Lead,0.52,2565806,1336515,Low,Open,HSE Lead,2024-10-10,2025-03-07,,,,
Risk,RSK000627,PRJ00063,Technical,Technical risk – Procurement/Long Lead,0.63,4160841,2640884,Medium,Open,PMO Lead,2024-07-14,2024-08-15,,,,
Risk,RSK000628,PRJ00063,Environmental,Environmental risk – Procurement/Long Lead,0.57,4763681,2735307,Medium,Mitigating,Construction Manager,2023-03-03,2023-04-10,,,,
Risk,RSK000629,PRJ00063,Environmental,Environmental risk – Procurement/Long Lead,0.24,9544545,2287768,Medium,Open,HSE Lead,2025-03-08,2025-08-28,,,,
Issue,ISS000403,PRJ00063,Construction,Construction issue – Permits/Consents,,,,Minor,Closed,Construction Manager,2024-03-23,2024-06-08,2024-07-27,2024-08-30,Permits/Consents,
Issue,ISS000404,PRJ00063,Data/Reporting,Data/Reporting issue – Stakeholder/Community,,,,Major,Closed,Construction Manager,2023-05-08,2023-06-12,2023-11-04,2023-11-16,Stakeholder/Community,
